Room, Module, Group, Capacity, Classes
PF06,KSOFGH84 Applied Project & Minor Diss/L,All Groups,22-33- 36,0
1033,KSOFG84 Theory of Algorithms/L,All Groups,22-33- 36,0
0470 Computing Practical Lab,KSOFGH84 Artificial Intelligence/P,All Groups,22-33- 36,0
