Room, Module, Group, Capacity, Classes
0376,KSOFG84 Theory of Algorithms Gr A/P,A,22-27,0
0482 CR3,KSOFG84 Software Eng Gr A/P,A,22-23,0
1031,KSOFGH84 Software Eng/L,All Groups,22-33- 36,0
0481 CR4,KSOFG84 Software Eng Gr B/P,B,22-23,0
PF18,KSOFG84 Software Eng Gr A/P,A,24-33- 36,0
PF18,KSOFG84 Software Eng Gr B/P,B,24-33- 36,0
